event_id,event_ts,receipt_id,line_no,store_id,product_id,category_id,customer_id,is_loyalty,operation_type,quantity,price_regular_kop,price_paid_kop,payment_method,ref_event_id
100008710,2026-09-05 10:58:34.076,50001233,9,138,2434,31,116779,true,SALE,1,27320,25954,CARD,
100007714,2026-09-05 10:58:34.682,50001078,1,87,190,2,,false,SALE,1,16390,16390,CARD,
100007247,2026-09-05 10:58:35.335,50001003,15,35,655,8,195270,true,SALE,1,18030,18030,CARD,
100008711,2026-09-05 10:58:36.654,50001233,10,138,1635,20,116779,true,SALE,3,92340,92340,CARD,
100006737,2026-09-05 10:58:37.100,50000942,1,5,2233,27,26427,true,SALE,1,11700,9360,CARD,
100007715,2026-09-05 10:58:37.306,50001078,2,87,2247,28,,false,SALE,1,76880,76880,CARD,
100008110,2026-09-05 10:58:37.985,50001151,1,114,1599,20,324885,true,SALE,1,15340,14573,CASH,
100008712,2026-09-05 10:58:38.403,50001233,11,138,2093,25,116779,true,SALE,1,17600,16720,CARD,
100007248,2026-09-05 10:58:38.683,50001003,16,35,1648,20,195270,true,SALE,1,13880,13186,CARD,
100007716,2026-09-05 10:58:39.595,50001078,3,87,1119,13,,false,SALE,1,6910,6910,CARD,
100006738,2026-09-05 10:58:39.850,50000942,2,5,1490,18,26427,true,SALE,2,14360,14360,CARD,
100008111,2026-09-05 10:58:40.543,50001151,2,114,80,1,324885,true,SALE,1,6370,6370,CASH,
100007249,2026-09-05 10:58:40.695,50001003,17,35,692,8,195270,true,SALE,1,31480,23610,CARD,
100008713,2026-09-05 10:58:41.702,50001233,12,138,1976,24,116779,true,SALE,1,8200,8200,CARD,
100007717,2026-09-05 10:58:42.318,50001078,4,87,1670,20,,false,SALE,1,19990,19990,CARD,
100006739,2026-09-05 10:58:42.531,50000942,3,5,28,1,26427,true,SALE,1,12280,7368,CARD,
100008112,2026-09-05 10:58:43.191,50001151,3,114,1176,14,324885,true,SALE,1,28400,28400,CASH,
100008714,2026-09-05 10:58:43.637,50001233,13,138,713,9,116779,true,SALE,3,147120,147120,CARD,
100008790,2026-09-05 10:58:44.168,50001244,1,144,336,4,121440,true,SALE,2,32280,32280,CASH,
100007718,2026-09-05 10:58:44.230,50001078,5,87,610,7,,false,SALE,1,73280,47632,CARD,
100006740,2026-09-05 10:58:45.203,50000942,4,5,779,9,26427,true,SALE,1,34780,33041,CARD,
100008113,2026-09-05 10:58:45.240,50001151,4,114,2252,28,324885,true,SALE,2,90480,90480,CASH,
100008715,2026-09-05 10:58:46.660,50001233,14,138,1543,19,116779,true,SALE,1,28300,26885,CARD,
100008791,2026-09-05 10:58:46.705,50001244,2,144,1609,20,121440,true,SALE,1,18050,18050,CASH,
100008114,2026-09-05 10:58:47.745,50001151,5,114,2215,27,324885,true,SALE,1,13550,12872,CASH,
100006741,2026-09-05 10:58:47.885,50000942,5,5,2390,30,26427,true,SALE,1,17500,17500,CARD,
100008716,2026-09-05 10:58:49.028,50001233,15,138,1221,15,116779,true,SALE,5,63150,59992,CARD,
100008792,2026-09-05 10:58:49.616,50001244,3,144,1255,15,121440,true,SALE,1,11110,11110,CASH,
100006742,2026-09-05 10:58:49.834,50000942,6,5,1562,19,26427,true,SALE,1,49280,49280,CARD,
100008115,2026-09-05 10:58:51.182,50001151,6,114,252,3,324885,true,SALE,6,133920,127224,CASH,
100008717,2026-09-05 10:58:51.369,50001233,16,138,1385,17,116779,true,SALE,3,33030,33030,CARD,
100008793,2026-09-05 10:58:51.405,50001244,4,144,714,9,121440,true,SALE,1,32890,32890,CASH,
100006743,2026-09-05 10:58:52.522,50000942,7,5,2052,25,26427,true,SALE,1,19010,19010,CARD,
100008116,2026-09-05 10:58:53.686,50001151,7,114,709,9,324885,true,SALE,1,16640,16640,CASH,
100008718,2026-09-05 10:58:54.210,50001233,17,138,1026,12,116779,true,SALE,1,19870,18876,CARD,
100006744,2026-09-05 10:58:54.520,50000942,8,5,1115,13,26427,true,SALE,1,10540,10540,CARD,
100008117,2026-09-05 10:58:55.757,50001151,8,114,648,8,324885,true,SALE,1,33980,32281,CASH,
100006745,2026-09-05 10:58:57.519,50000942,9,5,1035,12,26427,true,SALE,3,92880,92880,CARD,
100008118,2026-09-05 10:58:57.800,50001151,9,114,2317,29,324885,true,SALE,1,37570,37570,CASH,
100006746,2026-09-05 10:58:59.535,50000942,10,5,1355,16,26427,true,SALE,1,12980,12331,CARD,
100008935,2026-09-05 10:59:18.366,50001017,3,44,2071,25,,false,CANCEL,1,11060,11060,SBP,100007334
100003903,2026-09-05 08:37:54.419,50000538,1,108,1963,24,,false,SALE,1,7360,7360,SBP,
100003904,2026-09-05 08:37:56.835,50000538,2,108,445,5,,false,SALE,1,14720,14720,SBP,
100003905,2026-09-05 08:37:59.201,50000538,3,108,1739,21,,false,SALE,1,12660,12660,SBP,
100003906,2026-09-05 08:38:01.742,50000538,4,108,1666,20,,false,SALE,3,49770,49770,SBP,
100003907,2026-09-05 08:38:03.793,50000538,5,108,1119,13,,false,SALE,3,21480,21480,SBP,
100003908,2026-09-05 08:38:06.788,50000538,6,108,1870,22,,false,SALE,1,6080,6080,SBP,
100008229,2026-09-05 10:14:04.329,50001167,1,117,1904,23,,false,SALE,1,20090,20090,CASH,
100008230,2026-09-05 10:14:06.911,50001167,2,117,634,8,,false,SALE,1,17690,17690,CASH,
100008231,2026-09-05 10:14:09.754,50001167,3,117,844,10,,false,SALE,1,61810,61810,CASH,
100008232,2026-09-05 10:14:12.692,50001167,4,117,2046,25,,false,SALE,1,13670,11620,CASH,
100008233,2026-09-05 10:14:14.946,50001167,5,117,262,3,,false,SALE,1,39700,39700,CASH,
100008177,2026-09-05 10:26:02.264,50001159,1,116,1608,20,,false,SALE,1,11450,11450,CARD,
100008178,2026-09-05 10:26:04.808,50001159,2,116,1766,22,,false,SALE,1,7600,7600,CARD,
100008179,2026-09-05 10:26:08.058,50001159,3,116,272,3,,false,SALE,1,32870,32870,CARD,
100008180,2026-09-05 10:26:09.923,50001159,4,116,189,2,,false,SALE,2,17640,17640,CARD,
100010894,2026-09-05 11:00:17.460,50001562,1,130,28,1,,false,SALE,2,21300,13845,CARD,
100010895,2026-09-05 11:00:20.133,50001562,2,130,1404,17,,false,SALE,1,14270,14270,CARD,
100010896,2026-09-05 11:00:22.919,50001562,3,130,251,3,,false,SALE,1,28940,26046,CARD,
100009343,2026-09-05 11:00:24.702,50001316,1,19,538,6,,false,SALE,1,20070,20070,CARD,
100010897,2026-09-05 11:00:25.029,50001562,4,130,2303,29,,false,SALE,1,27740,27740,CARD,
100009344,2026-09-05 11:00:26.699,50001316,2,19,2197,27,,false,SALE,1,17280,17280,CARD,
100010898,2026-09-05 11:00:26.990,50001562,5,130,1038,12,,false,SALE,1,33670,33670,CARD,
100009345,2026-09-05 11:00:29.422,50001316,3,19,2263,28,,false,SALE,1,97950,97950,CARD,
100010899,2026-09-05 11:00:29.798,50001562,6,130,2478,31,,false,SALE,1,25430,25430,CARD,
100009346,2026-09-05 11:00:31.896,50001316,4,19,1712,21,,false,SALE,1,6720,6720,CARD,
100009347,2026-09-05 11:00:34.202,50001316,5,19,190,2,,false,SALE,3,60210,60210,CARD,
100009348,2026-09-05 11:00:36.476,50001316,6,19,2283,28,,false,SALE,1,32830,32830,CARD,
100010284,2026-09-05 11:01:08.286,50001468,1,87,412,5,208592,true,SALE,1,17250,17250,CARD,
100010285,2026-09-05 11:01:10.429,50001468,2,87,1928,23,208592,true,SALE,1,17910,13432,CARD,
100010286,2026-09-05 11:01:12.733,50001468,3,87,2619,34,208592,true,SALE,1,23880,23880,CARD,
100010287,2026-09-05 11:01:15.320,50001468,4,87,2337,29,208592,true,SALE,1,21990,21990,CARD,
100010288,2026-09-05 11:01:18.028,50001468,5,87,658,8,208592,true,SALE,1,33170,33170,CARD,
100010289,2026-09-05 11:01:20.434,50001468,6,87,2360,30,208592,true,SALE,1,11180,11180,CARD,
100010290,2026-09-05 11:01:22.972,50001468,7,87,491,6,208592,true,SALE,6,109140,103683,CARD,
100010291,2026-09-05 11:01:25.985,50001468,8,87,528,6,208592,true,SALE,1,16770,14254,CARD,
100010292,2026-09-05 11:01:27.718,50001468,9,87,252,3,208592,true,SALE,1,21230,21230,CARD,
100010293,2026-09-05 11:01:30.434,50001468,10,87,1765,22,208592,true,SALE,1,6440,6440,CARD,
100010294,2026-09-05 11:01:33.022,50001468,11,87,603,7,208592,true,SALE,1,55170,52412,CARD,
100009320,2026-09-05 11:01:37.290,50001312,1,18,1431,18,243709,true,SALE,1,5630,5348,CASH,
100009321,2026-09-05 11:01:40.198,50001312,2,18,945,11,243709,true,SALE,1,8510,8084,CASH,
100009322,2026-09-05 11:01:43.088,50001312,3,18,2012,24,243709,true,SALE,1,6900,6900,CASH,
100009323,2026-09-05 11:01:45.320,50001312,4,18,1026,12,243709,true,SALE,1,21180,21180,CASH,
100009324,2026-09-05 11:01:47.700,50001312,5,18,187,2,243709,true,SALE,1,11160,8928,CASH,
100009325,2026-09-05 11:01:50.661,50001312,6,18,28,1,243709,true,SALE,1,12200,7930,CASH,
100010547,2026-09-05 11:01:51.018,50001512,1,103,1937,23,232253,false,SALE,1,18850,18850,CARD,
100009326,2026-09-05 11:01:52.810,50001312,7,18,2337,29,243709,true,SALE,1,26710,26710,CASH,
100009327,2026-09-05 11:01:54.910,50001312,8,18,2022,24,243709,true,SALE,1,7710,7710,CASH,
100010050,2026-09-05 11:01:58.119,50001426,1,71,2239,27,284321,true,SALE,1,22640,22640,BONUS,
100010051,2026-09-05 11:02:01.121,50001426,2,71,2094,25,284321,true,SALE,2,19280,19280,BONUS,
100010052,2026-09-05 11:02:03.344,50001426,3,71,28,1,284321,true,SALE,1,10430,6780,BONUS,
100010053,2026-09-05 11:02:06.508,50001426,4,71,1935,23,284321,true,SALE,1,20280,20280,BONUS,
100009196,2026-09-05 11:02:06.842,50001294,1,9,2152,26,,false,SALE,2,13400,13400,CARD,
100010054,2026-09-05 11:02:08.395,50001426,5,71,2367,30,284321,true,SALE,1,37900,36005,BONUS,
100009197,2026-09-05 11:02:09.152,50001294,2,9,1009,12,,false,SALE,5,73950,73950,CARD,
100010055,2026-09-05 11:02:10.897,50001426,6,71,1549,19,284321,true,SALE,1,46570,46570,BONUS,
100005510,2026-09-05 09:27:17.307,50000772,4,87,389,4,153562,true,SALE,1,8140,8140,CARD,
100009198,2026-09-05 11:02:11.753,50001294,3,9,1093,13,,false,SALE,1,14100,14100,CARD,
100010056,2026-09-05 11:02:13.647,50001426,7,71,1695,21,284321,true,SALE,1,7180,7180,BONUS,
100009199,2026-09-05 11:02:14.265,50001294,4,9,42,1,,false,SALE,1,7510,7510,CARD,
100009721,2026-09-05 11:02:14.833,50001370,1,47,226,3,,false,SALE,1,38500,38500,CARD,
100009200,2026-09-05 11:02:16.488,50001294,5,9,1788,22,,false,SALE,1,4270,4270,CARD,
100009722,2026-09-05 11:02:17.217,50001370,2,47,1093,13,,false,SALE,1,13300,13300,CARD,
100009723,2026-09-05 11:02:19.907,50001370,3,47,1729,21,,false,SALE,1,7730,7730,CARD,
100010729,2026-09-05 11:02:20.595,50001538,1,115,1496,19,,false,SALE,1,31090,31090,CARD,
100009724,2026-09-05 11:02:22.723,50001370,4,47,2317,29,,false,SALE,3,123360,123360,CARD,
100010730,2026-09-05 11:02:23.589,50001538,2,115,2547,33,,false,SALE,1,26380,26380,CARD,
100009725,2026-09-05 11:02:25.295,50001370,5,47,2621,34,,false,SALE,1,29330,29330,CARD,
100010731,2026-09-05 11:02:26.252,50001538,3,115,1038,12,,false,SALE,1,31560,31560,CARD,
100010756,2026-09-05 11:02:26.254,50001541,1,116,1677,21,66189,true,SALE,3,21660,21660,CARD,
100010757,2026-09-05 11:02:29.350,50001541,2,116,1463,18,66189,true,SALE,2,23100,21945,CARD,
100010758,2026-09-05 11:02:31.194,50001541,3,116,2561,33,66189,true,SALE,1,11080,10526,CARD,
100009668,2026-09-05 11:02:33.380,50001364,1,45,190,2,,false,SALE,1,19060,19060,CARD,
100010759,2026-09-05 11:02:33.598,50001541,4,116,2107,25,66189,true,SALE,1,8160,8160,CARD,
100010760,2026-09-05 11:02:36.350,50001541,5,116,190,2,66189,true,SALE,2,32480,32480,CARD,
100010761,2026-09-05 11:02:38.788,50001541,6,116,2028,24,66189,true,SALE,1,3560,3026,CARD,
100010762,2026-09-05 11:02:41.508,50001541,7,116,383,4,66189,true,SALE,2,18760,18760,CARD,
100009603,2026-09-05 11:02:43.417,50001353,1,40,1660,20,133720,true,SALE,1,12530,11904,CARD,
100010763,2026-09-05 11:02:44.223,50001541,8,116,634,8,66189,true,SALE,1,17370,17370,CARD,
100009604,2026-09-05 11:02:46.426,50001353,2,40,1869,22,133720,true,SALE,1,3150,2205,CARD,
100010764,2026-09-05 11:02:46.976,50001541,9,116,461,5,66189,true,SALE,3,83940,83940,CARD,
100010765,2026-09-05 11:02:48.677,50001541,10,116,939,11,66189,true,SALE,1,9480,9480,CARD,
100009605,2026-09-05 11:02:48.862,50001353,3,40,746,9,133720,true,SALE,3,101010,75758,CARD,
100010088,2026-09-05 11:54:36.386,50001432,1,72,59,1,,false,SALE,1,7660,7660,CARD,
100009606,2026-09-05 11:02:51.039,50001353,4,40,1046,12,133720,true,SALE,1,16560,11592,CARD,
100010766,2026-09-05 11:02:51.993,50001541,11,116,844,10,66189,true,SALE,1,60680,60680,CARD,
100009607,2026-09-05 11:02:53.832,50001353,5,40,345,4,133720,true,SALE,1,17100,17100,CARD,
100010767,2026-09-05 11:02:54.001,50001541,12,116,2250,28,66189,true,SALE,1,18970,18970,CARD,
100009268,2026-09-05 11:02:55.280,50001304,1,16,1805,22,283322,true,SALE,1,3450,2932,SBP,
100011181,2026-09-05 11:02:56.141,50001597,1,144,844,10,,false,SALE,2,154540,154540,CARD,
100010768,2026-09-05 11:02:56.285,50001541,13,116,1345,16,66189,true,SALE,1,8260,8260,CARD,
100009608,2026-09-05 11:02:56.407,50001353,6,40,385,4,133720,true,SALE,1,18410,18410,CARD,
100009269,2026-09-05 11:02:58.551,50001304,2,16,1324,16,283322,true,SALE,1,10380,10380,SBP,
100010769,2026-09-05 11:02:58.676,50001541,14,116,779,9,66189,true,SALE,2,56340,53523,CARD,
100009609,2026-09-05 11:02:58.957,50001353,7,40,1910,23,133720,true,SALE,1,31380,21966,CARD,
100010770,2026-09-05 11:03:01.167,50001541,15,116,1426,17,66189,true,SALE,1,7220,7220,CARD,
100009610,2026-09-05 11:03:01.393,50001353,8,40,603,7,133720,true,SALE,1,63430,63430,CARD,
100009375,2026-09-05 11:03:01.689,50001322,1,21,1022,12,84742,true,SALE,1,13120,12464,SBP,
100011283,2026-09-05 11:03:02.884,50001612,1,147,1293,16,143218,true,SALE,1,6850,6508,SBP,
100009611,2026-09-05 11:03:03.820,50001353,9,40,1558,19,133720,true,SALE,1,84580,80351,CARD,
100009376,2026-09-05 11:03:03.927,50001322,2,21,559,7,84742,true,SALE,1,35430,35430,SBP,
100010771,2026-09-05 11:03:04.274,50001541,16,116,1294,16,66189,true,SALE,1,9570,9092,CARD,
100011284,2026-09-05 11:03:05.811,50001612,2,147,560,7,143218,true,SALE,1,38820,38820,SBP,
100011510,2026-09-05 11:03:05.918,50001538,3,115,1038,12,,false,CANCEL,1,31560,31560,CARD,100010731
100010536,2026-09-05 11:03:05.985,50001508,1,102,2361,30,314249,false,SALE,1,29200,29200,CARD,
100009377,2026-09-05 11:03:06.139,50001322,3,21,1343,16,84742,true,SALE,1,7230,6868,SBP,
100010772,2026-09-05 11:03:07.022,50001541,17,116,2547,33,66189,true,SALE,1,26290,26290,CARD,
100010537,2026-09-05 11:03:08.526,50001508,2,102,2361,30,314249,false,SALE,1,29200,29200,CARD,
100011285,2026-09-05 11:03:08.645,50001612,3,147,1060,12,143218,true,SALE,1,26840,26840,SBP,
100009378,2026-09-05 11:03:08.771,50001322,4,21,2390,30,84742,true,SALE,1,17090,17090,SBP,
100011286,2026-09-05 11:03:10.963,50001612,4,147,1099,13,143218,true,SALE,1,18820,18820,SBP,
100009379,2026-09-05 11:03:11.451,50001322,5,21,28,1,84742,true,SALE,1,11990,7194,SBP,
100010181,2026-09-05 11:03:11.691,50001450,1,81,139,2,,false,SALE,2,12580,12580,CARD,
100010538,2026-09-05 11:03:11.875,50001508,3,102,1686,21,314249,false,SALE,1,14020,14020,CARD,
100011287,2026-09-05 11:03:12.921,50001612,5,147,559,7,143218,true,SALE,2,72760,69122,SBP,
100009380,2026-09-05 11:03:13.691,50001322,6,21,2337,29,84742,true,SALE,2,52520,52520,SBP,
100010182,2026-09-05 11:03:13.863,50001450,2,81,1999,24,,false,SALE,1,5530,5530,CARD,
100010539,2026-09-05 11:03:14.116,50001508,4,102,2276,28,314249,false,SALE,1,25940,25940,CARD,
100011288,2026-09-05 11:03:16.107,50001612,6,147,1360,16,143218,true,SALE,1,11150,11150,SBP,
100009381,2026-09-05 11:03:16.579,50001322,7,21,603,7,84742,true,SALE,3,197640,197640,SBP,
100010183,2026-09-05 11:03:16.958,50001450,3,81,1599,20,,false,SALE,1,14690,14690,CARD,
100011289,2026-09-05 11:03:17.750,50001612,7,147,1546,19,143218,true,SALE,1,35450,21270,SBP,
100009166,2026-09-05 11:03:18.575,50001291,1,8,1235,15,,false,SALE,1,9710,9710,CARD,
100010184,2026-09-05 11:03:18.975,50001450,4,81,538,6,,false,SALE,1,16510,16510,CARD,
100011290,2026-09-05 11:03:20.472,50001612,8,147,603,7,143218,true,SALE,1,67650,67650,SBP,
100009167,2026-09-05 11:03:20.836,50001291,2,8,2180,26,,false,SALE,1,10520,10520,CARD,
100010185,2026-09-05 11:03:21.347,50001450,5,81,894,11,,false,SALE,1,12400,12400,CARD,
100011291,2026-09-05 11:03:23.257,50001612,9,147,1046,12,143218,true,SALE,1,17660,13245,SBP,
100009168,2026-09-05 11:03:23.284,50001291,3,8,2028,24,,false,SALE,1,4390,3732,CARD,
100010267,2026-09-05 11:03:23.537,50001466,1,87,1345,16,,false,SALE,1,8330,8330,CARD,
100010268,2026-09-05 11:03:25.751,50001466,2,87,179,2,,false,SALE,1,8810,8810,CARD,
100009169,2026-09-05 11:03:25.891,50001291,4,8,87,1,,false,SALE,1,11560,8092,CARD,
100011292,2026-09-05 11:03:26.105,50001612,10,147,1635,20,143218,true,SALE,1,33120,33120,SBP,
100008963,2026-09-05 11:03:27.187,50001233,9,138,2434,31,116779,true,CANCEL,1,27320,25954,CARD,100008710
100010269,2026-09-05 11:03:28.245,50001466,3,87,1805,22,,false,SALE,1,2830,2547,CARD,
100009170,2026-09-05 11:03:28.326,50001291,5,8,1712,21,,false,SALE,1,6700,6700,CARD,
100011293,2026-09-05 11:03:28.729,50001612,11,147,2276,28,143218,true,SALE,4,125520,119244,SBP,
100010270,2026-09-05 11:03:30.688,50001466,4,87,87,1,,false,SALE,1,9470,6629,CARD,
100011294,2026-09-05 11:03:30.790,50001612,12,147,189,2,143218,true,SALE,1,10920,10920,SBP,
100009171,2026-09-05 11:03:31.112,50001291,6,8,1185,14,,false,SALE,4,88360,88360,CARD,
100010271,2026-09-05 11:03:33.076,50001466,5,87,1789,22,,false,SALE,2,9660,9660,CARD,
100009172,2026-09-05 11:03:33.277,50001291,7,8,305,3,,false,SALE,2,108740,97866,CARD,
100011295,2026-09-05 11:03:33.677,50001612,13,147,2241,27,143218,true,SALE,3,36930,35084,SBP,
100011296,2026-09-05 11:03:35.358,50001612,14,147,272,3,143218,true,SALE,1,40680,40680,SBP,
100010783,2026-09-05 11:03:35.574,50001543,1,117,189,2,279775,true,SALE,1,8990,8990,BONUS,
100010272,2026-09-05 11:03:36.149,50001466,6,87,2421,30,,false,SALE,1,21800,21800,CARD,
100009173,2026-09-05 11:03:36.246,50001291,8,8,28,1,,false,SALE,1,12250,7962,CARD,
100011297,2026-09-05 11:03:37.921,50001612,15,147,1176,14,143218,true,SALE,4,132480,125856,SBP,
100010784,2026-09-05 11:03:38.101,50001543,2,117,941,11,279775,true,SALE,1,7840,7448,BONUS,
100010785,2026-09-05 11:03:39.944,50001543,3,117,1910,23,279775,true,SALE,1,27550,20662,BONUS,
100011298,2026-09-05 11:03:40.432,50001612,16,147,2177,26,143218,true,SALE,2,26940,25593,SBP,
100010786,2026-09-05 11:03:42.855,50001543,4,117,2480,31,279775,true,SALE,1,17890,17890,BONUS,
100010841,2026-09-05 11:03:42.982,50001554,1,123,779,9,397844,true,SALE,1,28960,28960,CASH,
100011299,2026-09-05 11:03:43.177,50001612,17,147,2337,29,143218,true,SALE,1,26960,26960,SBP,
100010787,2026-09-05 11:03:44.888,50001543,5,117,1177,14,279775,true,SALE,1,33580,33580,BONUS,
100010842,2026-09-05 11:03:45.398,50001554,2,123,1223,15,397844,true,SALE,1,7230,6507,CASH,
100011300,2026-09-05 11:03:46.164,50001612,18,147,1950,24,143218,true,SALE,1,4170,4170,SBP,
100010843,2026-09-05 11:03:47.659,50001554,3,123,746,9,397844,true,SALE,1,29830,22372,CASH,
100011301,2026-09-05 11:03:47.777,50001612,19,147,190,2,143218,true,SALE,1,20100,20100,SBP,
100010788,2026-09-05 11:03:47.876,50001543,6,117,2687,35,279775,true,SALE,1,31760,28584,BONUS,
100010844,2026-09-05 11:03:49.852,50001554,4,123,2230,27,397844,true,SALE,1,17370,17370,CASH,
100010295,2026-09-05 11:03:51.524,50001469,1,89,1101,13,,false,SALE,1,5230,5230,CARD,
100010845,2026-09-05 11:03:52.534,50001554,5,123,28,1,397844,true,SALE,1,10230,6650,CASH,
100010127,2026-09-05 11:03:54.141,50001439,1,75,181,2,,false,SALE,1,7500,7500,CARD,
100010296,2026-09-05 11:03:54.715,50001469,2,89,779,9,,false,SALE,1,29110,29110,CARD,
100010846,2026-09-05 11:03:55.456,50001554,6,123,779,9,397844,true,SALE,1,28960,28960,CASH,
100010128,2026-09-05 11:03:55.771,50001439,2,75,67,1,,false,SALE,1,10200,10200,CARD,
100010297,2026-09-05 11:03:56.955,50001469,3,89,231,3,,false,SALE,2,63460,63460,CARD,
100010129,2026-09-05 11:03:58.247,50001439,3,75,488,6,,false,SALE,1,12790,12790,CARD,
100010298,2026-09-05 11:03:59.540,50001469,4,89,410,5,,false,SALE,1,12320,9240,CARD,
100010130,2026-09-05 11:04:01.593,50001439,4,75,648,8,,false,SALE,1,32820,32820,CARD,
100010311,2026-09-05 11:04:08.176,50001472,1,90,2241,27,,false,SALE,1,10280,10280,CARD,
100009838,2026-09-05 11:04:10.678,50001391,1,56,827,10,,false,SALE,2,85820,85820,CASH,
100010312,2026-09-05 11:04:10.806,50001472,2,90,2043,25,,false,SALE,1,10660,10660,CARD,
100009839,2026-09-05 11:04:13.315,50001391,2,56,2009,24,,false,SALE,2,14160,14160,CASH,
100010313,2026-09-05 11:04:14.128,50001472,3,90,538,6,,false,SALE,1,16780,16780,CARD,
100009840,2026-09-05 11:04:15.555,50001391,3,56,1341,16,,false,SALE,1,9640,9640,CASH,
100009042,2026-09-05 11:04:15.798,50001280,1,5,59,1,83390,false,SALE,1,9040,9040,SBP,
100010314,2026-09-05 11:04:16.476,50001472,4,90,28,1,,false,SALE,1,10280,6682,CARD,
100008996,2026-09-05 11:04:17.388,50001275,1,4,366,4,212174,true,SALE,1,12680,12680,SBP,
100009841,2026-09-05 11:04:17.803,50001391,4,56,1616,20,,false,SALE,1,14950,14950,CASH,
100009043,2026-09-05 11:04:18.618,50001280,2,5,1373,17,83390,false,SALE,2,52160,52160,SBP,
100010315,2026-09-05 11:04:19.079,50001472,5,90,913,11,,false,SALE,1,4360,4360,CARD,
100008997,2026-09-05 11:04:20.109,50001275,2,4,461,5,212174,true,SALE,2,69400,69400,SBP,
100009044,2026-09-05 11:04:20.734,50001280,3,5,1257,15,83390,false,SALE,1,11820,11820,SBP,
100008998,2026-09-05 11:04:22.259,50001275,3,4,1543,19,212174,true,SALE,1,30500,30500,SBP,
100009045,2026-09-05 11:04:23.427,50001280,4,5,1194,14,83390,false,SALE,2,83720,83720,SBP,
100008999,2026-09-05 11:04:24.463,50001275,4,4,2424,31,212174,true,SALE,2,46800,44460,SBP,
100009000,2026-09-05 11:04:27.269,50001275,5,4,2263,28,212174,true,SALE,1,98290,98290,SBP,
100009001,2026-09-05 11:04:29.878,50001275,6,4,1868,22,212174,true,SALE,3,17790,17790,SBP,
100009002,2026-09-05 11:04:32.490,50001275,7,4,1971,24,212174,true,SALE,1,5460,5460,SBP,
100009003,2026-09-05 11:04:34.556,50001275,8,4,2663,35,212174,true,SALE,1,27240,27240,SBP,
100009947,2026-09-05 11:04:58.819,50001406,1,62,1665,20,388811,true,SALE,1,16170,16170,CARD,
100009948,2026-09-05 11:05:00.413,50001406,2,62,1373,17,388811,true,SALE,2,42800,42800,CARD,
100009949,2026-09-05 11:05:03.608,50001406,3,62,2610,34,388811,true,SALE,1,26160,20928,CARD,
100009858,2026-09-05 11:05:05.369,50001394,1,56,994,12,301043,false,SALE,1,14260,14260,CASH,
100009950,2026-09-05 11:05:05.440,50001406,4,62,1812,22,388811,true,SALE,1,3800,3800,CARD,
100009859,2026-09-05 11:05:07.773,50001394,2,56,1860,22,301043,false,SALE,1,3530,3530,CASH,
100009951,2026-09-05 11:05:08.220,50001406,5,62,2127,26,388811,true,SALE,1,9320,9320,CARD,
100009860,2026-09-05 11:05:11.061,50001394,3,56,383,4,301043,false,SALE,1,9830,9830,CASH,
100009952,2026-09-05 11:05:11.068,50001406,6,62,55,1,388811,true,SALE,1,5600,5600,CARD,
100009861,2026-09-05 11:05:12.647,50001394,4,56,801,10,301043,false,SALE,4,249600,249600,CASH,
100009953,2026-09-05 11:05:13.033,50001406,7,62,134,2,388811,true,SALE,1,7220,6859,CARD,
100009862,2026-09-05 11:05:15.498,50001394,5,56,762,9,301043,false,SALE,1,29220,29220,CASH,
100009954,2026-09-05 11:05:15.636,50001406,8,62,226,3,388811,true,SALE,1,33580,31901,CARD,
100009863,2026-09-05 11:05:17.779,50001394,6,56,2453,31,301043,false,SALE,1,16430,16430,CASH,
100009955,2026-09-05 11:05:18.028,50001406,9,62,1636,20,388811,true,SALE,1,9410,9410,CARD,
100009864,2026-09-05 11:05:20.336,50001394,7,56,1179,14,301043,false,SALE,2,72220,72220,CASH,
100009956,2026-09-05 11:05:21.223,50001406,10,62,2298,28,388811,true,SALE,1,75640,71858,CARD,
100009957,2026-09-05 11:05:23.065,50001406,11,62,456,5,388811,true,SALE,1,9600,9600,CARD,
100009865,2026-09-05 11:05:23.532,50001394,8,56,774,9,301043,false,SALE,1,16330,13880,CASH,
100009866,2026-09-05 11:05:25.326,50001394,9,56,761,9,301043,false,SALE,2,56280,56280,CASH,
100009958,2026-09-05 11:05:25.808,50001406,12,62,2148,26,388811,true,SALE,1,22640,21508,CARD,
100009832,2026-09-05 11:05:28.271,50001389,1,55,824,10,65347,true,SALE,1,32930,31284,SBP,
100007757,2026-09-05 10:26:55.021,50001086,2,90,2003,24,195836,true,SALE,1,3770,3582,CARD,
100009959,2026-09-05 11:05:28.762,50001406,13,62,498,6,388811,true,SALE,1,8080,8080,CARD,
100009960,2026-09-05 11:05:30.771,50001406,14,62,1677,21,388811,true,SALE,1,7320,7320,CARD,
100009833,2026-09-05 11:05:30.942,50001389,2,55,2645,35,65347,true,SALE,1,35760,35760,SBP,
100009961,2026-09-05 11:05:33.631,50001406,15,62,115,1,388811,true,SALE,1,5990,5690,CARD,
100011207,2026-09-05 11:05:38.890,50001603,1,145,604,7,309798,true,SALE,1,46430,46430,SBP,
100011208,2026-09-05 11:05:41.139,50001603,2,145,496,6,309798,true,SALE,1,15000,15000,SBP,
100010543,2026-09-05 11:05:42.022,50001510,1,102,2685,35,40075,true,SALE,1,38530,38530,CARD,
